text,label
"As part of Covid relief and economic stimulus, I wish government could tap restauranteurs to make and deliver food to all who need it but cannot pay (as part of the public safety net.) Restaurants are able to purchase, prepare, and store food at scale; I bet Tom Colicchio (as an example) could employ and train a lot of prep cooks, sous chefs, and kitchen help to turn out delicious and healthy food for the entire tri-State area! Special dietary restrictions? Restaurants have already solved that complexity. There’s no need for restaurants to go under while people are hungry and food goes to waste. One solution could end a triple shame.",unclear
"Again, if insurance companies say they will not cover employees or those costs incurred as a result of hospitalization from covid because they who refused to get the vaccine things will change. Covid is not a pre existing condition initially so it would seem this is within the insurance companies rights. I would support them in such an endeavor. Vaccines work. That is the bottom line.",pro-mitigation
"I went out for lunch yesterday with a friend. It is the second time I've been out just for fun since March. Both times, my friend and I ate at a restaurant that served us seated outside.  That will not be an option when the weather gets cold. 

I am extremely frustrated by the Trump inspired crowd who believe it is their god given right to not wear a mask. They and their lunacy are destroying this nations credibility. We are considered a major health risk by the rest of the world. 

Currently U.S. citizens with an American passport are allowed to enter only EIGHT countries without any restrictions. There are 23 other countries that’ll let some of us in – but with restrictions and quarantines.",pro-mitigation
"Even a year and a half later, I don't understand at all why people object to such a small thing as wearing a mask. I'm finally about to get my second dose of the Pfizer vaccine next week, after waiting patiently through our rollout and prioritization of vulnerable groups, slowed by limited vaccine supply in the early months. I have been separated for eighteen months from my partner, who is caregiving for a parent in Europe, so believe me the wait has been grueling. I am grateful and thrilled to be getting my second dose - thank you to science and public health, and now loosened export restrictions, providing us with sufficient supply north of the border - but will continue to wear a mask in enclosed spaces for the foreseeable future. It's such a small thing that I can do for others, full stop. I really just don't understand why this is even a debate.",pro-mitigation
"Let me get this straight. Vaccinated people are supposed to go back to wearing masks, even though they are not getting significant symptoms even when infected, to guard against a theoretical risk that they could pass it to people who chose not to vaccinate? Good luck with that.",pro-mitigation
"I have not suffered from a cold or the flu for over a year now.  Hence, I will always wear a mask when I am around lots of people in an enclosed space---stores, crowded sidewalks and such.",pro-mitigation
I cannot understand why people are still standing in lines today.  There should be an app that lets you log in and will alert you when your turn is up. That way you can easily social distance while waiting.  A pretty simple solution that helps.,pro-mitigation
To all those who gloat “elections have consequences” ; let’s administer VACCINES (or not) have consequences.,unclear
"Corporations and health privacy in the US? How about we start by outlawing drug testing requirements for jobs that in no way impact public safety: bagging groceries, waiting tables...",unclear
No. Done with it.,unclear
"I have not eaten outside my house since March. 
I miss our favorite places. 
I don’t want to sit down for a dinner-length time anywhere because I am scared to. 
I know that chez moi I can eat and not risk anything. For me, it’s a bit sad to know I won’t patronize places we used to go to, but no. No yet.",unclear
"More people die each day in US from the virus than Taiwan has new cases, but we tell people to take off their masks. The can't do-won't do nation.",pro-mitigation
The CDC declined to comment?,unclear
"Humble humane empathetiic facts, science and reality in service of a more perfect stable American union points towards private employers making a forced vaccination choice from the context and perspective of their people or their profits.",unclear
If a company does not have a policy requiring vaccination there are employees who will reasonably refuse to go into such an infectious environment.,pro-mitigation
"Just require proof of vaccination to go back to the office and most people will lose their hesitancy pretty quickly, working from home is getting old now for all but a few people I know. Employees who don't like it can continue to work from home (if it makes sense for the business) or quit and find a different job.",pro-mitigation
Would companies be liable for litigation if a vaccinated worker gets the virus from an unvaccinated one?,unclear
Requiring employees to get vaxx’d is effective obedience testing.  The HR departments must be thrilled.,anti-mitigation
"Healthcare systems require all their employees, even those who do not interact with patients , to get vaccinated with the flu shot. This has been going on for awhile. Exceptions are for religious or medical reasons. Now that the Covid vaccines are most likely going to come off emergency FDA request, I think more companies may require it. Or they may influence employees to get it.",unclear
"Yes, Americans are yearning for their farro. (?!?!?!)",unclear
"My company has been successfully operating in work from home mode for over a year.  One potential strategy for us could be to require the vaccination for returning to the office, but allowing those who object to getting the vaccine to continue working remotely.  The article briefly touches on the fact that the COVID vaccines have emergency approval thus from from the USDA.  I wonder how the legal issues shift if the vaccines get full approval (like the ones most of our kids are required to have in order to attend school).",unclear
"Correction: “The Nation” didn’t want to eat out again! Trump and his Trumpers wanted to open everything up for the specific purpose of revamping the failing economy! Majority of Americans did not go out into the restaurants nor the pubs! Now, Trump and his Trumpers are insisting that schools re-open.....another massive disaster on its way! 

Trump failed America, Americans are dying!",unclear
And we are opening schools?,unclear
They should all be togo only for the rest of the year,unclear
Wait until the company health insurance provider refuses to cover Covid infection because the company did not provide adequate protection.   Or they rule it to be a preexisting condition,unclear
"""Bars and Restaurants"" is unwise lumping of two very different environments and behavioral sets associated with each.",unclear
"It seems like we don't have many outspoken advocates for COVID vaccination except the government officials. How about changing the profile picture to ""I got my COVID vaccine""? How about Facebook and Twitter issue a ""vaccinated"" verification mark?",pro-mitigation
"No shoes, no shirt, no vax, no service.",pro-mitigation
Insist on vaccinations or make them stay home. Everyone must be vaccinated for everyone to be safe.,pro-mitigation
"I live in Florida where less than 50% of residents have been fully vaccinated.  I continue to wear a mask when I'm around a lot of people, enter a restaurant or other business.",pro-mitigation
"Sigh... I've been enjoying mask-free grocery shopping, but that brief respite is over. Masking up again. Doesn't seem like there is much choice in the matter if you care about other people's health.",pro-mitigation
"We are told that immunized people are protected from the Delta variant. So, why the masks?  At this point, those who are not vaccinated have chosen to take all the risks associated with COVID-19, including the Delta variant. So, let them deal directly with the consequences of their own free choice.",unclear
Might as well eat out after the government took our jobs away.,unclear
"I'm vaccinated, but it's ""no biggie"" to me to continue to wear the mask in public. It's not about me, but about us.",pro-mitigation
"I have actually forgotten what some of my co workers look like!  There are a few new ppl that I have never seen their face at all, even though I spend several hours per week with them.  Even though we are all vaccinated. Enough already.",anti-mitigation
My company offers 4 hours PTO so employees can get each shot.,unclear
"It's NYC - a densely populated place, where we're surrounded by an unknown number of anti-vaxxers, hoax-believers,  and people lying about their vaccination status. Soon we'll be inundated with tourists bringing interesting variants here from different parts of the world

You can bet your last dollar that I'll wear a mask EVERY TIME I leave my home! Why would I take a chance now? I expect to be wearing a mask for *at least* another 10-12 months.",pro-mitigation
"The CDC made a very hasty decision regarding masks. There was no reason to drop mask wearing indoors in public spaces when it is impossible to tell who is and who is not vaccinated. It has given the unvaccinated a license to stop wearing a mask and yet not get vaccinated. My experience has been that more people in my area continue wearing masks than not, but then NM was a state with an early mask mandate and it may be that people are just used to wearing a mask now. I know I have no intention of giving up my KF94 in indoor spaces anytime soon, possibly forever. Throughout the vast majority of the pandemic we’ve been on our own when it comes to protection. Masks are not burdensome and are a prudent choice. It is still not known how long vaccination protection lasts. It’s not known if the vaccinated spread the virus or not. It is not known if a vaccinated person who gets a mild or asymptomatic case can become a long hauler or not. There are just too many unknowns. I’m of the mindset that I don’t care if others want to pretend the pandemic is completely behind us. I don’t believe it is and I’m going to continue to act accordingly no matter what others choose to do.",pro-mitigation
"I fwent to England for vacation recently with my family. We had a wonderful time, including eating out.

In my mind we should take risks as long they are reasonable. Minimizing deaths at all cost is a fool's errand.",anti-mitigation
"I work in healthcare. We are all required to get a flu vaccine. If we don't like it, fine, but we have to work elsewhere. I have no problem with this whatsoever. The argument about personal choice is overblown - choose your vaccine preferences, but we choose who works for us. The number of people with TRUE health issues is so minute, it is worth attention, but not as an argument. It can be managed. I am sick and tired of vaccine ignorance in this country. Too many people holding back are simply selfish, stubborn and ignorant and they have no true convictions about this - push them and they will comply. Also, use shaming, deny access, show proof of vaccine... make it incredibly inconvenient for the vaccine ignorant.",pro-mitigation
"Wonder whether the vaccine-hesitant people would have avoided the smallpox or polio vaccines, too.",unclear
The WHO also just recommended we don’t vaccinate children. Perhaps at this point we all can make our own assessments.,anti-mitigation
"Big brother is an absurd characterization. The public interest requires you to get the shot. If you won’t act in the public interest voluntarily, you muat be compelled to do so. The public interest in eradicating the pandemic takes precedence over any purported “right” not to take the vaccine.",pro-mitigation
This was predicted in the Spring,unclear
Everyone in the comments is a huge baby. Just put the mask on when you go into a store or other indoor place. Is it really that big of a deal? Nobody is saying you need to stop going out to eat or any of the other precious activities you do. Get over yourselves.,pro-mitigation
"I never stopped wearing my mask in public (and still rarely venture out--grocery store 1-2 times per month).

People are ungodly impatient & selfish!",pro-mitigation
"Two of my elderly neighbors were advised by their doctors to forgo Covid vaccinations for now.  Each has previously had a severe vaccine reaction.  Bells Palsy for one of them, anaphylaxis for the other. They are devastated and very much afraid of Covid and desperately wanted a vaccine.   
My spouse and I are vaccinated, and along with two other neighbors, we help them continue to get food and engage with the world as much as it remains safe for them to do so.
Our society cannot forever sequester those who can't get vaccinated for whatever reason.  When the rest of us are vaccinated, we need to realize that it is the unvaccinated who remain vulnerable.  They aren't a threat.   But excluding them from public spaces is on par with curbs, steps and narrow passageways that exclude the disabled. This is the problem with mandates and with businesses or government buildings requiring proof of vaccination.   We can forge a better way.",unclear
It's funny how people who insist they need to keep an arsenal of weaponry in their home and on their person for their protection now want to scoff at those of us who will choose to continue wearing a thin piece of fabric over our faces to keep us from getting sick.,pro-mitigation
"""“What if 10 percent of your work force refuses? Are you prepared to lay off that 10 percent?” he said he asked clients. “Or what if it’s someone high-level or in a key role, would you be prepared to impose consequences? And then they sometimes get more nervous.”""

Yes and Yes.",pro-mitigation
"The Delta variant is at its peak in the UK.

Daily deaths have never passed 20.

At the peak of the pandemic it was 1,200.

The nation is mostly open, and vaccination rates are similar to the US.

I am begging - pleading - with the NYT and other media to put the Delta panic into perspective.

If you're in a well-vaccinated state, you don't need to go into reverse on Covid restrictions.",anti-mitigation
"I really fear for the safety of restaurant workers' family members.

Aerosal spread is real.  I think restaurants should increasingly follow Jose Andres'lead.",pro-mitigation
"If only those who cry ""medical privacy"" could somehow keep the virus to themselves, as well.",unclear
"America is heading towards a dictatorship with the Constitution and the Bill of Rights meaningless. Abraham Lincoln predicted this which applies now ""I see a very dark cloud on our horizon and that dark cloud is coming from Rome.""",unclear
"All the readers say companies are justified in requiring the vaccine. But this vaccine hasn't even been given final FDA approval. It's still under emergency use authorization only. How much power should employers be allowed to have over us? Should we be required to take a booster? 5 boosters? 10? Should we be required to mask forever to protect everyone else from their fear? I thought we owned our bodies. My company mandated it early on. I'm still angry about it, especially since we're still wearing masks and getting tested. But they own me.",anti-mitigation
"Yes.  True points.  As you say, ""many restaurant and bar employees across the country are in their 20s and can carry the virus home and possibly seed household transmissions, which have soared....""  And yes. ""Epidemiologists roundly agree that indoor dining, especially in bars, is far more likely to spawn outbreaks than outdoor settings.""    So what do you think is about to happen as millions of teens and young adults crowd into classrooms and dorms across the nation?  It is not possible to avoid the reality of what we are doing, or what the consequences will surely be.  We've already seen it.  Yes, workers have been kept from pay and the poor suffer.  Yes, businesses are breaking down.  No, the republican leadership will never agree to subsidize the nation until a real decline in cases comes.  So yes, we are being forced to open schools for children, and colleges are forced to open as they lack funding otherwise.  But it is not a secret, and it is not avoidable--the illnesses and deaths about to be unleashed as this latest folly unfolds.  Too bad.  Too bad.",unclear
"Science vs. quackery and conspiracy theories. Where will the people with the power to make policy, whether in the private or public arenas, choose to stand?",unclear
Our country’s response to this pandemic has been woeful. Zero leadership.,unclear
"I have a company  and we're not hiring or keeping anyone employed that won't get vaccinated.

Soon, outbreaks will be able to be traced back to their point of origin and those businesses that allowed the the infected in are going to get sued to oblivion as they should.",pro-mitigation
"Bottom line: America is not going to cut this. Mandates will be struck down eventually in the name of ""freedom"". With exceptionalism and our litigious climate we will never get close to herd immunity. Covid will become endemic and will be part of the American way of life just as obesity has become as American as apple pie. We likely will be barred from many countries in Europe and Asia, where vaccines will be taken as a matter of course. Here in America we will face disruptions from Covid for years to come adding to America's decline.",unclear
"I've been called back to work at the hotel were I was laid-off in March and I'm scared. What sorta of people are tourists during a pandemic? Not the sort you want to be around. New York State has done a good job, but careless carefree people are still spreading, and health checks at our state border don't cover people driving in from hotspots in other states.",pro-mitigation
"Anti-vaccine, go live under a rock and disappear from society.  Individuality does not include microbe rights to distribute unguarded.",pro-mitigation
"If the Donald got the shots, that should be sufficient impetus for the rest of his believers to get it.",pro-mitigation
"A mask has protected me from colds and the flu. For that reason alone, I will continue to wear one. 

Americans will spend the entirety of the pandemic arguing about masks. 
Grow up. Get vaccinated. Wear a mask. 
This is not over yet.",pro-mitigation
"When did the idea of quarantining HEALTHY people become part of the equation?  This has never been done before and by the looks of it, isn’t working. If you don’t want to go to a restaurant,stay home. No one will blame you for thinking this way but don’t act like I am killing someone by enjoying an evening out. If anything, it’s a risk for me but it does NOT have anything to do  with kids returning to school. We need to return to normal and live with this virus which is not going away any time soon.",anti-mitigation
Try the carrot for a bit. But then treat vax deniers like smokers and charge them more for employer sponsored health insurance. The rest of us shouldn’t be subsidizing their politicized health decisions.,pro-mitigation
I’m not wearing a mask to protect people who oppose vaccines.  This is nature’s way of removing people who are a threat to our population.,anti-mitigation
"If the ""Lab Rats"" didn't pass the test inside a restaurant..I have no expectations to go back to the office, send my kids to school, go to a hotel. The decision to set those expectations are mine. You can be the lab rat ...after all is your choice.",unclear
"Mask mandates are not punishment for being bad actors. They are to keep us safe. Scientists and doctors are the messengers. The anger directed at people who are reporting the facts and managing an unpredictable and mutating virus is misdirected and consequential. We're all tired and fed-up but refusing to wear a mask just because we already did that is at our own peril. We can do this - buck up, wear a mask and take care of yourself and others.",pro-mitigation
"Keep eating and drinking in close, indoor quarters America,

But please stop complaining about kids not being able to safely go to school. Cuz guess what—blame’s partially on you.  Hope that burger was worth it.",pro-mitigation
"At this point in the pandemic, if folks have chosen not to be vaccinated then they shouldn't be admitted into a hospital if/when they get Covid. The rest of us who've done our part to protect fellow Americans, and are taxpayers shouldn't get stuck paying any portion of their hospital bills because there is no fixing their level of selfishness and stupidity.",pro-mitigation
"TX restaurants have been open since like May.  
Everyone seems to be handling it.  

The ""new cases"" and ""deaths"" counts are completely unreliable.  A positive Covid test is not even needed for a doctor to count the death as Covid!  Now no one trusts the numbers (except old people, who are also easily fooled by phone scams, internet scams, etc).

Texas had a huge ""spike"" back when reporting rules changed re what could now count as a confirmed case.  Again, most people rolled their eyes and went about their business.

Stay home if you're afraid.  Restaurants in Dallas are as full as they can be.  I saw over a dozen super old people back at the Y today.  Even they aren't buying the hype.",anti-mitigation
"Of all the countless vile things the former president did to democracy, our Constitution, and the people of the US, the most recklessly insidious (Jan. 6 notwithstanding) has to be the politicization of this pandemic health crisis.

If we had been under anything resembling true and patriotic leadership, the brave and fearless people of the US would have blazed a path right through Covid-19 with judicious lockdowns and safety measures. And now, with ample supply of the vaccine, we’d already be on our way to a bright, healthy, and normal future.

But here we are in a potentially endless fight because so many misinformed people have decided that instead of being vaccinated, they’d rather run around seeing how many coronavirus variants they can add to the mix.

Unconscionable. Just inexplicable.",pro-mitigation
"Perhaps the market can help where sanity does not.

If a business advertises that its employees are vaccinated, I will choose it over a business that doesn't. If a business advertises that its patrons must be vaccinated, I will prefer that even more.

An airline that offered some flights on which vaccinations were required, I suspect those flights would be booked the gills. Or if a bar had a vaccine night.

We have to find a way to separate ourselves from the ignorant and encourage them to get vaccinated, and extending special permissions to the majority is one way of doing that.",pro-mitigation
"I'm not putting a mask on again unless it's required. Air travel, medical offices, etc. Since March, 2020 I have religiously followed all the rules. Wearing a mask even before CDC recommendations and isolating at home for the last 14 months. 2 weeks after having my second Pfizer shot, I slowly and cautiously reentered the world. Folks like us have sacrificed a lot of precious time with family and friends. Especially at my age, 68. 
If the antivaxxers don't get their shots, and this sounds harsh, but it's on them.",pro-mitigation
"Why hasn't this chaos happened to such an extreme degree in our peer countries?

Leadership.

Laws.

Penalties, fines, and consequences.

Societies can't organize themselves for the greater good, especially not a society that emphasizes individualism. That's why we try to build strong institutions and elect competent leaders.

We can complain about ""those people"" all we want, but without leadership, consistency, guidance, and reliance on the experts at the highest levels, we're going to have chaos and a long, long road ahead.

Which is what we have right now. So vote. Make the change you want to see. And wear a mask.",pro-mitigation
"Frankly, other than those that have documented  medical reasons for not getting vaccinated, my patience has past. Tie any Federal or State financial and medical benefits to getting a vaccine and the reluctant lot will line up quick enough. The time for pussyfooting around this has long past. We have three vaccines, and some inventory that is going unused. When I grew up the Federal government had the right to draft us into the military, and to stick shots in our arms at induction. And, there is surely less personal freedom now then there was then. Line them up, inoculate them and this will be a problem of our past.",pro-mitigation
"If you look at Bell Curve closely, it has a tail end that continues, its nature's law empirically derived. The problem with this disease is that the tail end of the curve represents a significant number of unvaccinated people, where the virus finds a critical number of unvaccinated people as a mutation testbed and tests its mutation versions.
New mutations will continue to evolve, and I don't think we will be getting rid of masks, social distancing for quite a foreseeable future.
Let us all hope that a deadlier version of mutation does not appear, but then science tells us it is a matter of time.",unclear
"The problem in the US is that anti-vax and anti-mask are in the same places. The places that need masking the least are also the places that are highly vaccinated. 

At some point we just need to let nature take it's course. Areas that have low vaccination rates and are anti-mask had every chance in the world to get vaccinated.",unclear
"There are only two things CDC has done about this pandemic—actually done pretty much on its own, not had shoved on them by morons—that annoy me are, a) foul up the initial tests and testings, and b) issue that advisory about not bothering to mask up any more. 

Myself, I got vaccinated months ago. And I’m going to be avoiding crowds and air travel for a while yet, and doing the two-mask thing while shopping for a while yet. And washing my hands a bunch. 

Eased up on some other things, like wearing a mask outdoors. 

But I don’t see what the big deal is here.",pro-mitigation
Outdoor dining will not be feasible come November  through March or April in most of the United States.,unclear
Clear as mud.  Who knew so many people wouldn’t jump at the chance to get vaccinated when this thing first dropped on us? It’s stunning and just another facet of our National Dysfunction.,pro-mitigation
"I fail to see why this is a ""delicate decision"". It's a simple tradeoff: your choices about yourself may be your business but you can't endanger others. That's why children have to be vaccinated against several diseases before they can go to school. This is no different.",pro-mitigation
"It does seem, now that I’ve been fully vaccinated and not been wearing a mask, that I still tend to distance myself if just by habit. Wearing a mask again in certain instances would now be much less onerous than it was initially. And I fully expect to now wear masks at times during the flu season, on airplanes etc. For instance we’ve seen what masking and social distancing did for the flu season last winter. Also who’s had a cold lately?",pro-mitigation
"Where I work at a local medical center as a physiotherapist a condition of employment since the Covid-19 vaccination came out is that in order to protect our patients and ancillary workers, all staff be vaccinated unless you have a medical reason not to be. And that any patient who is scheduled to undergo a surgical procedure is required to undergo testing for the virus  no more than 72 hours before the procedure. Also, early on in the process of arranging the surgical procedure the patient is asked if they'd like to have the vaccination or had already gotten one. Point being, is that as a result of this extra scrutiny and emphases on infection control within our medical center, the rate of staff infections from the virus has gone down significantly; as has the suspected hospital acquired infections of the disease within our patient population.

 So to me if we are serious as a nation in controlling this terrible pandemic, not only is greater scrutiny of our individual work environments necessary but so is the responsibility of the individual employer to assure that they are encouraging their workers and management to get the vaccination.

 And finally, among larger private and non-profit corporations, why hasn't the Biden Administration made it a condition of receiving Federal support, that corporations make it a condition of employment for their workers, management and subcontractors to have the vaccinations?",pro-mitigation
"I’m not getting vaccinated. Everyone comments about the greater good but I don’t see many people shouting about the greater good when it comes to homelessness, world hunger, etc. I have every right to decide what goes in my body. People went out and got the vaccine and ate Krispy Kreme and drank a beer. Sounds like they really value their bodies. Also, remember you can’t force vaccinations in other countries. Are you never going to travel based on the thought that no one is vaccinated? The world continued to move in the last year and it still will once everyone forcing others to get vaccinated manage their fears. If the vaccine protects YOU, awesome!",anti-mitigation
"Yesterday’s article on how the many variants develop, how quickly they develop, mutate, was….worrisome/educational/low-level, frightening. Alpha, beta, delta….this virus wont quit until it reaches Omega. And those unvaccinated, by choice, due to other illnesses, and even we who are fully vaccinated, risk allowing new variants, new mutations. 

Masks are hot, inconvenient. But I’m going with the WHO- for….a few more months. I’ve been on the fence as to mandating vaccinations. But more and more, I resent those who are able to get vaccinated and don’t (and that includes some family members). They endanger us all. Yes, these vaccines are experimental- we are the experiment subjects. But the alternative…is still much worse. And these variants, present and future, make it even more so. Keep the masks.",pro-mitigation
"the korean government sends text messages suggesting people to be silent during meals, not sit across from each other and sit diagnally from each other, and leave the resturaunt as fast as possible.we even get text messages suggesting we eat alone, and not eat even with family members.  we never had a lockdown but this kind of stuff is enough to discourage people from eating out.you got to consistently tell people how dangerous it is to eat out.it will get people to be discouraged from eating out. keep on houndinf folks and they will eventually come around",pro-mitigation
"Dozens to hundreds of people crowding together and sitting still without masks and breathing on each other contribute to the spreading of COVID???

I'm shocked!  Shocked!!",pro-mitigation
"No matter what, illnesses spread when people are (a) indoors and (b) in close proximity to each other and (c) share air and (d) HVAC systems don't change air effectively to prevent the spread of communicable agents that make people sick. So don't call it anything but reasonable thinking to ask for safe guards to be taken ... either vaccinate or diligently wear the mask, and then continue to consider the distance between people, decide whether or not washing hands is necessary (I think it is) and careful cleaning ... for another year, because of the variants that have not yet been completely resolved by tweaking the vaccines. Peace.",pro-mitigation
"It's a bottom line business decision. If employees don't want to get vaccinated and don't have a legitimate medical excuse( religious excuses need not apply, delusion and magical thinking is not legit), then they should be informed that their employer based health insurance will not cover COVID relates illnesses.",unclear
"These injections are not yet vaccines. Why is everyone going along with the claims that they are. Did you all sign informed consent forms for this treatment. Are you following VAERS and some of the health advocates and medical people (mostly women) who are suffering ongoing convulsions, with migraines, and are incapacitated, and need help with dressing, and can't drive or go places alone? Doctors are too frightened to attribute the damage to the injection, which means limited or no insurance coverage, no disability, and no jobs. I believe these problems will compete with the damage of Covid. Very difficult situation but people who know their health background and have studied the literature on vaccines since AIDS in the 80s (I'm vaccinated except for this one--still concerned and watching) must have the choice. Some people are so anaphylactic that they really can't take the chance.",anti-mitigation
"If an employer offers health insurance to it employees, they can treat vaccination the same as non-smoking and offer discounts for getting vaccinated. The unvaccinated are likely to cost more so it is fair to charge them more just as they do for smokers.",unclear
"We have not stopped masking since becoming fully vaccinated in March.  This is for the same reason as our starting masking within a week of the pandemic being recognized, it protects others.  May people have  a less than robust response  to the vaccine and remain vulnerable despite their best efforts. There is a (small) chance of the vaccinated becoming infectious with no symptoms, it would be immoral for me to take even the slightest chance with others.  Additionally we only have hard evidence on the known variants, and more will come and might be different enough to overcome the vaccine.",pro-mitigation
Just get the shot and stop using your neighbor or maniacs on social media as pseudoscience advisors.,pro-mitigation
Let’s not forget “most” Americans will have their employer’s health plan pay for the vaccine.,unclear
"If I'm a health insurance company and I see that someone I'm covering isn't getting a vaccination, I'm upping their rates and/or dropping them entirely. Your insurance rates should reflect your willingness to take on risk. If you're a frequent skydiver, or someone who drives race cars or refuses vaccines, your rates and policy options should reflect that.",unclear
"If people wish to invoke the ""my body my choice"" mantra, then at least have the decency to allow others the same when it comes to reproductive choices and the right to die with dignity. 

How I make reproductive or end of life decisions affects only me.  How YOU fail to undertake safeguarding yourself affects everyone that you come into contact with by potentially threatening their health/life if you are an asymptomatic spreader.",pro-mitigation
Have people forgotten the procedure masks and regular fabric masks do little to protect the person waring them.  N or P 95 masks are %95 effective in filtering out the vapor particles on the inhale.,unclear
"We are in this mess because yet, again Republicans don’t like to read or be read to. Trump now refuses Intelligence briefings. 

Viruses are not a joke. Once you get one you can feel it’s effects to the day you die. It’s a thing that keeps giving. 

When ignorance rules we must demand that truth rule the day. FB, Twitter are more powerful than any government at this time. If we have laws against hate speech. Why can’t FB and Twitter just use those guide lines. We all know empirically that the world is round. Why do we permit people who don’t believe in science have such a platform. 

We must protect this great nation against stupidly because it is easily manipulated by bad people.",pro-mitigation
Allow for opting out but it is a make it nightmare for those that wish to pursue it. I don't want to ain't enough. After all it is for the good of everybody and ignorance or stupidity should not win over rationale thought. Also if we never hit herd immunity which Donald previewed the new virus can be formed which will only complicate and make this epidemic last so much longer. And just how stupid would that be. Donald created a mess and let us get it over with for the sake of normalcy....Think about it please.,pro-mitigation
"With all these variants popping up why is international travel still allowed in the United States?  We have the advantage of being oceans away from the UK and India, yet the variants that emerged in those places still made it all the way over here.  Why?",unclear
"I know many people who died from covid and I was all for masks and precautions all along, but at this point it's simply overkill. Read the fine print and science to see that the risk to vaccinated individuals from Delta is minute and speculative at best. Will we all keep wearing masks forever to avoid a tiny risk for which we don't take similar levels of precautions in any other case? Enough with the masks and the hype, unless a real and clearcut risk and danger returns.",anti-mitigation
"As is often the case with much (not all) of The New York Times' reporting on Covid, the good news -- news that totally undermines the panic and negativity of the headline -- is buried towards the end of the article: ""Several studies have shown that while current vaccines are effective against Delta, they are slightly less so than against most other variants.""  For the authors to ominously frame a piece around the delta variant using language like ""worrisome,"" ""nervous,"" concerned,"" ""fearsome,"" when -- by the authors' own acknowledgment -- the risk posed to vaccinated individuals is apparently only ""slightly less"" than what vaccinated individuals face with other variants is irresponsible and credibility-damaging reporting.  

Reminds me of the alarmism that we saw earlier this year in much of the Times' reporting on the South Africa variant -- where certain authors wrote about ""concerns"" that ""some experts"" had about that ""worrisome"" variant, forecasting a doomsday scenario that never materialized.  Maybe this kind of fear-inducing writing on variants will just have to keep happening in cycles.  There's a whipping up of ""concern,"" and then a quiet petering out -- when the actual data don't bear out the overhyped fear.",unclear
"This is a brand new viral pandemic and we don’t yet know how it’s going to play out. If vaccine protection is transient or increasingly ineffective as new variants emerge, or if a substantial number of our fellows remain available to keep it propagating, then we’ll need ongoing public health measures for everyone’s protection. We can certainly try incentives first, but at some point there will have to be mandates much like there are for public school attendance. Ideally vaccines will also need formal approvals beyond EUA’s.

We should also remember that some of those vaccinated won’t be adequately protected. People who’ve had strong chemotherapy or take powerful immunosuppressives for autoimmune diseases or have one of the many congenital immune deficiencies (and there are millions) can safely get a vaccine that’s not a live virus, but can still remain extremely vulnerable to Covid. And a small percentage of healthy vaccinees can still get infected. A fully vaccinated Golden State Warrior player recently came out and described how seriously ill he’s been for the last few weeks, and I wouldn’t wish that on anyone. 

Covid 19 is no joke and I have no respect for those who choose to be uninformed and an ongoing threat to their fellows. Try the carrot and maybe we’ll get lucky enough with that. But at some point it’s likely the greater good will require sacrifices or penalties so we can all move on.",unclear
"I just spent 3 days in Detroit at a conference interacting with literally hundreds of people without a mask or a vaccine. I didnt get Covid. Covid fearmongering is so tiresome. Cases have drastically fallen to the lowest levels since testing was widely available. The Delta variant is more transmissible but there is not a lot of concrete data proving that its more deadly. It has this scary sounding name and gets hyped up by the media, but in reality its just Covid. Im not afraid of Covid, and no one is going to scare me with media hype. As an MIT-educated biologist, I know data. And data shows that Delta is not some new scary thing but rather just another version of the same disease we have been dealing with for 18 months. Sure, its more transmissible. But viruses generally evolve to become more transmissible and less deadly. Covid will do the same. By the time we get to the Omega variant we will have a common cold. Stop being afraid. The media is the virus.",anti-mitigation
"This is a wasted opportunity for companies to step up and help society by mandating the vaccines for their employees (with exceptions for legitimate medical reasons, of course). There are already many precedents for arguably worse invasions of privacy in the corporate world, including mandatory drug testing (ie. urine tests) and intrusive personal background and credit checks during hiring.

In the short term, unvaccinated employees prolong the pandemic and endanger not just themselves but their customers and coworkers as well.

On a broader level, declining to take a free vaccine that has proved incredibly safe and effective in the midst of a deadly pandemic shows a staggering lack of good judgement. If an airline attendant, for example, won't take this common-sense precaution to protect themselves and others, how can I be sure they will make a better judgement call in the event of an in-flight emergency? 

Employees are routinely fired for exhibiting poor judgement in other ways, such as posting an offensive comment online or being caught on video doing something that reflects poorly on their employer. Vaccine denial seems like an equally valid way to filter out employees a company might not want anyway.",pro-mitigation
"Republicans are mostly hurting themselves when they don't get vaccinated and don't wear masks. If the delta variant breaks out in the USA, Republicans will be the ones hit the hardest.",pro-mitigation
"Where I live there are plenty of folks willing to let strangers sicken and die because their imaginary sky gods will sort it all out afterwards.
Not having an imaginary sky god, despite having been vaccinated, I'll wear a mask and avoid the deluded. There are worse forms of contagion than Covid-19.",pro-mitigation
